respondent_id,xyz_vaccine,seasonal_vaccine
31484,0.04,0.04
31485,0.04,0.04
31486,0.46,0.46
31487,0.87,0.87
31488,0.23,0.23
31489,0.27,0.27
31490,0.82,0.82
31491,0.24,0.24
31492,0.4,0.4
31493,0.1,0.1
31494,0.09,0.09
31495,0.38,0.38
31496,0.74,0.74
31497,0.07,0.07
31498,0.13,0.13
31499,0.16,0.16
31500,0.82,0.82
31501,0.76,0.76
31502,0.12,0.12
31503,0.12,0.12
31504,0.16,0.16
31505,0.76,0.76
31506,0.09,0.09
31507,0.28,0.28
31508,0.21,0.21
31509,0.76,0.76
31510,0.36,0.36
31511,0.11,0.11
31512,0.34,0.34
31513,0.07,0.07
31514,0.22,0.22
31515,0.67,0.67
31516,0.05,0.05
31517,0.81,0.81
31518,0.35,0.35
31519,0.16,0.16
31520,0.19,0.19
31521,0.8,0.8
31522,0.78,0.78
31523,0.15,0.15
31524,0.05,0.05
31525,0.87,0.87
31526,0.79,0.79
31527,0.07,0.07
31528,0.18,0.18
31529,0.07,0.07
31530,0.19,0.19
31531,0.62,0.62
31532,0.03,0.03
31533,0.25,0.25
31534,0.28,0.28
31535,0.13,0.13
31536,0.76,0.76
31537,0.14,0.14
31538,0.15,0.15
31539,0.76,0.76
31540,0.18,0.18
31541,0.21,0.21
31542,0.09,0.09
31543,0.26,0.26
31544,0.41,0.41
31545,0.14,0.14
31546,0.23,0.23
31547,0.86,0.86
31548,0.78,0.78
31549,0.2,0.2
31550,0.16,0.16
31551,0.81,0.81
31552,0.28,0.28
31553,0.07,0.07
31554,0.09,0.09
31555,0.83,0.83
31556,0.18,0.18
31557,0.15,0.15
31558,0.71,0.71
31559,0.74,0.74
31560,0.4,0.4
31561,0.09,0.09
31562,0.23,0.23
31563,0.07,0.07
31564,0.2,0.2
31565,0.81,0.81
31566,0.08,0.08
31567,0.1,0.1
31568,0.83,0.83
31569,0.3,0.3
31570,0.33,0.33
31571,0.08,0.08
31572,0.12,0.12
31573,0.11,0.11
31574,0.76,0.76
31575,0.25,0.25
31576,0.22,0.22
31577,0.54,0.54
31578,0.71,0.71
31579,0.16,0.16
31580,0.18,0.18
31581,0.82,0.82
31582,0.75,0.75
31583,0.15,0.15
31584,0.27,0.27
31585,0.02,0.02
31586,0.06,0.06
31587,0.17,0.17
31588,0.14,0.14
31589,0.08,0.08
31590,0.17,0.17
31591,0.21,0.21
31592,0.1,0.1
31593,0.18,0.18
31594,0.33,0.33
31595,0.14,0.14
31596,0.78,0.78
31597,0.48,0.48
31598,0.14,0.14
31599,0.44,0.44
31600,0.33,0.33
31601,0.1,0.1
31602,0.01,0.01
31603,0.13,0.13
31604,0.71,0.71
31605,0.26,0.26
31606,0.1,0.1
31607,0.15,0.15
31608,0.72,0.72
31609,0.09,0.09
31610,0.11,0.11
31611,0.72,0.72
31612,0.74,0.74
31613,0.04,0.04
31614,0.03,0.03
31615,0.21,0.21
31616,0.72,0.72
31617,0.22,0.22
31618,0.18,0.18
31619,0.26,0.26
31620,0.2,0.2
31621,0.05,0.05
31622,0.88,0.88
31623,0.22,0.22
31624,0.02,0.02
31625,0.72,0.72
31626,0.17,0.17
31627,0.05,0.05
31628,0.44,0.44
31629,0.1,0.1
31630,0.9,0.9
31631,0.18,0.18
31632,0.73,0.73
31633,0.1,0.1
31634,0.66,0.66
31635,0.07,0.07
31636,0.12,0.12
31637,0.52,0.52
31638,0.39,0.39
31639,0.45,0.45
31640,0.27,0.27
31641,0.85,0.85
31642,0.78,0.78
31643,0.02,0.02
31644,0.47,0.47
31645,0.04,0.04
31646,0.6,0.6
31647,0.17,0.17
31648,0.46,0.46
31649,0.2,0.2
31650,0.74,0.74
31651,0.89,0.89
31652,0.84,0.84
31653,0.12,0.12
31654,0.09,0.09
31655,0.2,0.2
31656,0.16,0.16
31657,0.15,0.15
31658,0.09,0.09
31659,0.48,0.48
31660,0.76,0.76
31661,0.65,0.65
31662,0.29,0.29
31663,0.76,0.76
31664,0.69,0.69
31665,0.84,0.84
31666,0.13,0.13
31667,0.1,0.1
31668,0.18,0.18
31669,0.07,0.07
31670,0.22,0.22
31671,0.04,0.04
31672,0.23,0.23
31673,0.19,0.19
31674,0.16,0.16
31675,0.26,0.26
31676,0.1,0.1
31677,0.08,0.08
31678,0.67,0.67
31679,0.52,0.52
31680,0.84,0.84
31681,0.17,0.17
31682,0.12,0.12
31683,0.26,0.26
31684,0.07,0.07
31685,0.11,0.11
31686,0.13,0.13
31687,0.08,0.08
31688,0.12,0.12
31689,0.13,0.13
31690,0.21,0.21
31691,0.33,0.33
31692,0.1,0.1
31693,0.06,0.06
31694,0.6,0.6
31695,0.16,0.16
31696,0.15,0.15
31697,0.77,0.77
31698,0.09,0.09
31699,0.88,0.88
31700,0.34,0.34
31701,0.77,0.77
31702,0.8,0.8
31703,0.11,0.11
31704,0.78,0.78
31705,0.31,0.31
31706,0.39,0.39
31707,0.8,0.8
31708,0.87,0.87
31709,0.82,0.82
31710,0.14,0.14
31711,0.15,0.15
31712,0.2,0.2
31713,0.13,0.13
31714,0.4,0.4
31715,0.43,0.43
31716,0.07,0.07
31717,0.71,0.71
31718,0.09,0.09
31719,0.3,0.3
31720,0.25,0.25
31721,0.03,0.03
31722,0.89,0.89
31723,0.69,0.69
31724,0.08,0.08
31725,0.03,0.03
31726,0.05,0.05
31727,0.08,0.08
31728,0.67,0.67
31729,0.38,0.38
31730,0.89,0.89
31731,0.04,0.04
31732,0.35,0.35
31733,0.82,0.82
31734,0.42,0.42
31735,0.08,0.08
31736,0.15,0.15
31737,0.21,0.21
31738,0.79,0.79
31739,0.89,0.89
31740,0.84,0.84
31741,0.07,0.07
31742,0.72,0.72
31743,0.22,0.22
31744,0.18,0.18
31745,0.14,0.14
31746,0.05,0.05
31747,0.17,0.17
31748,0.31,0.31
31749,0.53,0.53
31750,0.13,0.13
31751,0.02,0.02
31752,0.07,0.07
31753,0.76,0.76
31754,0.58,0.58
31755,0.1,0.1
31756,0.67,0.67
31757,0.15,0.15
31758,0.78,0.78
31759,0.17,0.17
31760,0.43,0.43
31761,0.16,0.16
31762,0.13,0.13
31763,0.17,0.17
31764,0.16,0.16
31765,0.58,0.58
31766,0.09,0.09
31767,0.2,0.2
31768,0.06,0.06
31769,0.08,0.08
31770,0.18,0.18
31771,0.06,0.06
31772,0.19,0.19
31773,0.75,0.75
31774,0.14,0.14
31775,0.77,0.77
31776,0.79,0.79
31777,0.17,0.17
31778,0.07,0.07
31779,0.16,0.16
31780,0.83,0.83
31781,0.03,0.03
31782,0.1,0.1
31783,0.33,0.33
31784,0.07,0.07
31785,0.09,0.09
31786,0.08,0.08
31787,0.11,0.11
31788,0.65,0.65
31789,0.27,0.27
31790,0.12,0.12
31791,0.09,0.09
31792,0.43,0.43
31793,0.15,0.15
31794,0.53,0.53
31795,0.08,0.08
31796,0.15,0.15
31797,0.77,0.77
31798,0.17,0.17
31799,0.04,0.04
31800,0.09,0.09
31801,0.15,0.15
31802,0.82,0.82
31803,0.85,0.85
31804,0.11,0.11
31805,0.12,0.12
31806,0.12,0.12
31807,0.58,0.58
31808,0.78,0.78
31809,0.12,0.12
31810,0.09,0.09
31811,0.13,0.13
31812,0.86,0.86
31813,0.16,0.16
31814,0.08,0.08
31815,0.24,0.24
31816,0.18,0.18
31817,0.08,0.08
31818,0.12,0.12
31819,0.3,0.3
31820,0.17,0.17
31821,0.07,0.07
31822,0.8,0.8
31823,0.14,0.14
31824,0.54,0.54
31825,0.72,0.72
31826,0.21,0.21
31827,0.08,0.08
31828,0.47,0.47
31829,0.01,0.01
31830,0.53,0.53
31831,0.46,0.46
31832,0.13,0.13
31833,0.72,0.72
31834,0.02,0.02
31835,0.14,0.14
31836,0.09,0.09
31837,0.83,0.83
31838,0.17,0.17
31839,0.15,0.15
31840,0.2,0.2
31841,0.06,0.06
31842,0.24,0.24
31843,0.82,0.82
31844,0.24,0.24
31845,0.83,0.83
31846,0.86,0.86
31847,0.87,0.87
31848,0.12,0.12
31849,0.08,0.08
31850,0.07,0.07
31851,0.13,0.13
31852,0.1,0.1
31853,0.32,0.32
31854,0.79,0.79
31855,0.82,0.82
31856,0.1,0.1
31857,0.17,0.17
31858,0.18,0.18
31859,0.74,0.74
31860,0.12,0.12
31861,0.05,0.05
31862,0.04,0.04
31863,0.2,0.2
31864,0.68,0.68
31865,0.4,0.4
31866,0.03,0.03
31867,0.12,0.12
31868,0.23,0.23
31869,0.15,0.15
31870,0.09,0.09
31871,0.84,0.84
31872,0.12,0.12
31873,0.47,0.47
31874,0.45,0.45
31875,0.23,0.23
31876,0.1,0.1
31877,0.05,0.05
31878,0.88,0.88
31879,0.07,0.07
31880,0.05,0.05
31881,0.23,0.23
31882,0.08,0.08
31883,0.4,0.4
31884,0.14,0.14
31885,0.29,0.29
31886,0.06,0.06
31887,0.06,0.06
31888,0.3,0.3
31889,0.73,0.73
31890,0.08,0.08
31891,0.14,0.14
31892,0.52,0.52
31893,0.09,0.09
31894,0.17,0.17
31895,0.03,0.03
31896,0.38,0.38
31897,0.83,0.83
31898,0.08,0.08
31899,0.47,0.47
31900,0.07,0.07
31901,0.09,0.09
31902,0.04,0.04
31903,0.13,0.13
31904,0.1,0.1
31905,0.24,0.24
31906,0.08,0.08
31907,0.22,0.22
31908,0.03,0.03
31909,0.47,0.47
31910,0.24,0.24
31911,0.85,0.85
31912,0.15,0.15
31913,0.15,0.15
31914,0.16,0.16
31915,0.75,0.75
31916,0.38,0.38
31917,0.13,0.13
31918,0.88,0.88
31919,0.76,0.76
31920,0.53,0.53
31921,0.16,0.16
31922,0.05,0.05
31923,0.09,0.09
31924,0.83,0.83
31925,0.18,0.18
31926,0.05,0.05
31927,0.31,0.31
31928,0.87,0.87
31929,0.11,0.11
31930,0.72,0.72
31931,0.82,0.82
31932,0.17,0.17
31933,0.1,0.1
31934,0.1,0.1
31935,0.73,0.73
31936,0.1,0.1
31937,0.18,0.18
31938,0.18,0.18
31939,0.05,0.05
31940,0.18,0.18
31941,0.76,0.76
31942,0.2,0.2
31943,0.24,0.24
31944,0.42,0.42
31945,0.17,0.17
31946,0.78,0.78
31947,0.13,0.13
31948,0.9,0.9
31949,0.06,0.06
31950,0.21,0.21
31951,0.16,0.16
31952,0.66,0.66
31953,0.23,0.23
31954,0.79,0.79
31955,0.05,0.05
31956,0.08,0.08
31957,0.15,0.15
31958,0.1,0.1
31959,0.13,0.13
31960,0.25,0.25
31961,0.02,0.02
31962,0.38,0.38
31963,0.79,0.79
31964,0.04,0.04
31965,0.91,0.91
31966,0.03,0.03
31967,0.11,0.11
31968,0.22,0.22
31969,0.25,0.25
31970,0.8,0.8
31971,0.27,0.27
31972,0.11,0.11
31973,0.05,0.05
31974,0.07,0.07
31975,0.02,0.02
31976,0.23,0.23
31977,0.06,0.06
31978,0.13,0.13
31979,0.21,0.21
31980,0.24,0.24
31981,0.7,0.7
31982,0.1,0.1
31983,0.17,0.17
31984,0.04,0.04
31985,0.04,0.04
31986,0.85,0.85
31987,0.15,0.15
31988,0.77,0.77
31989,0.85,0.85
31990,0.81,0.81
31991,0.72,0.72
31992,0.06,0.06
31993,0.35,0.35
31994,0.17,0.17
31995,0.76,0.76
31996,0.54,0.54
31997,0.15,0.15
31998,0.62,0.62
31999,0.06,0.06
32000,0.32,0.32
32001,0.11,0.11
32002,0.67,0.67
32003,0.07,0.07
32004,0.76,0.76
32005,0.06,0.06
32006,0.82,0.82
32007,0.74,0.74
32008,0.03,0.03
32009,0.09,0.09
32010,0.25,0.25
32011,0.61,0.61
32012,0.56,0.56
32013,0.82,0.82
32014,0.76,0.76
32015,0.75,0.75
32016,0.36,0.36
32017,0.04,0.04
32018,0.09,0.09
32019,0.38,0.38
32020,0.82,0.82
32021,0.11,0.11
32022,0.08,0.08
32023,0.37,0.37
32024,0.2,0.2
32025,0.2,0.2
32026,0.71,0.71
32027,0.79,0.79
32028,0.8,0.8
32029,0.09,0.09
32030,0.12,0.12
32031,0.05,0.05
32032,0.1,0.1
32033,0.06,0.06
32034,0.19,0.19
32035,0.04,0.04
32036,0.26,0.26
32037,0.79,0.79
32038,0.81,0.81
32039,0.79,0.79
32040,0.15,0.15
32041,0.89,0.89
32042,0.18,0.18
32043,0.78,0.78
32044,0.03,0.03
32045,0.81,0.81
32046,0.09,0.09
32047,0.81,0.81
32048,0.08,0.08
32049,0.09,0.09
32050,0.75,0.75
32051,0.05,0.05
32052,0.81,0.81
32053,0.16,0.16
32054,0.26,0.26
32055,0.17,0.17
32056,0.08,0.08
32057,0.15,0.15
32058,0.13,0.13
32059,0.08,0.08
32060,0.18,0.18
32061,0.09,0.09
32062,0.11,0.11
32063,0.76,0.76
32064,0.32,0.32
32065,0.13,0.13
32066,0.33,0.33
32067,0.09,0.09
32068,0.17,0.17
32069,0.8,0.8
32070,0.48,0.48
32071,0.82,0.82
32072,0.84,0.84
32073,0.09,0.09
32074,0.12,0.12
32075,0.04,0.04
32076,0.22,0.22
32077,0.72,0.72
32078,0.07,0.07
32079,0.12,0.12
32080,0.15,0.15
32081,0.75,0.75
32082,0.14,0.14
32083,0.08,0.08
32084,0.13,0.13
32085,0.18,0.18
32086,0.47,0.47
32087,0.83,0.83
32088,0.81,0.81
32089,0.71,0.71
32090,0.13,0.13
32091,0.17,0.17
32092,0.18,0.18
32093,0.21,0.21
32094,0.06,0.06
32095,0.16,0.16
32096,0.23,0.23
32097,0.07,0.07
32098,0.04,0.04
32099,0.17,0.17
32100,0.37,0.37
32101,0.9,0.9
32102,0.16,0.16
32103,0.48,0.48
32104,0.67,0.67
32105,0.26,0.26
32106,0.72,0.72
32107,0.24,0.24
32108,0.31,0.31
32109,0.15,0.15
32110,0.14,0.14
32111,0.41,0.41
32112,0.81,0.81
32113,0.26,0.26
32114,0.13,0.13
32115,0.05,0.05
32116,0.07,0.07
32117,0.44,0.44
32118,0.12,0.12
32119,0.59,0.59
32120,0.74,0.74
32121,0.84,0.84
32122,0.16,0.16
32123,0.08,0.08
32124,0.7,0.7
32125,0.12,0.12
32126,0.16,0.16
32127,0.1,0.1
32128,0.24,0.24
32129,0.7,0.7
32130,0.16,0.16
32131,0.9,0.9
32132,0.81,0.81
32133,0.07,0.07
32134,0.9,0.9
32135,0.29,0.29
32136,0.09,0.09
32137,0.34,0.34
32138,0.42,0.42
32139,0.38,0.38
32140,0.26,0.26
32141,0.06,0.06
32142,0.16,0.16
32143,0.14,0.14
32144,0.2,0.2
32145,0.19,0.19
32146,0.11,0.11
32147,0.08,0.08
32148,0.82,0.82
32149,0.07,0.07
32150,0.82,0.82
32151,0.06,0.06
32152,0.19,0.19
32153,0.32,0.32
32154,0.08,0.08
32155,0.77,0.77
32156,0.22,0.22
32157,0.03,0.03
32158,0.77,0.77
32159,0.44,0.44
32160,0.08,0.08
32161,0.09,0.09
32162,0.11,0.11
32163,0.04,0.04
32164,0.14,0.14
32165,0.78,0.78
32166,0.08,0.08
32167,0.24,0.24
32168,0.04,0.04
32169,0.34,0.34
32170,0.84,0.84
32171,0.15,0.15
32172,0.78,0.78
32173,0.67,0.67
32174,0.7,0.7
32175,0.5,0.5
32176,0.73,0.73
32177,0.78,0.78
32178,0.05,0.05
32179,0.27,0.27
32180,0.15,0.15
32181,0.32,0.32
32182,0.14,0.14
32183,0.9,0.9
32184,0.09,0.09
32185,0.66,0.66
32186,0.1,0.1
32187,0.49,0.49
32188,0.71,0.71
32189,0.76,0.76
32190,0.23,0.23
32191,0.1,0.1
32192,0.17,0.17
32193,0.07,0.07
32194,0.06,0.06
32195,0.11,0.11
32196,0.76,0.76
32197,0.16,0.16
32198,0.45,0.45
32199,0.87,0.87
32200,0.43,0.43
32201,0.04,0.04
32202,0.87,0.87
32203,0.87,0.87
32204,0.14,0.14
32205,0.52,0.52
32206,0.21,0.21
32207,0.79,0.79
32208,0.05,0.05
32209,0.32,0.32
32210,0.4,0.4
32211,0.05,0.05
32212,0.74,0.74
32213,0.07,0.07
32214,0.03,0.03
32215,0.73,0.73
32216,0.58,0.58
32217,0.18,0.18
32218,0.84,0.84
32219,0.1,0.1
32220,0.73,0.73
32221,0.73,0.73
32222,0.07,0.07
32223,0.81,0.81
32224,0.82,0.82
32225,0.12,0.12
32226,0.85,0.85
32227,0.06,0.06
32228,0.33,0.33
32229,0.21,0.21
32230,0.09,0.09
32231,0.15,0.15
32232,0.67,0.67
32233,0.14,0.14
32234,0.4,0.4
32235,0.24,0.24
32236,0.85,0.85
32237,0.55,0.55
32238,0.09,0.09
32239,0.09,0.09
32240,0.14,0.14
32241,0.82,0.82
32242,0.16,0.16
32243,0.08,0.08
32244,0.09,0.09
32245,0.11,0.11
32246,0.24,0.24
32247,0.87,0.87
32248,0.86,0.86
32249,0.16,0.16
32250,0.03,0.03
32251,0.06,0.06
32252,0.79,0.79
32253,0.13,0.13
32254,0.06,0.06
32255,0.77,0.77
32256,0.69,0.69
32257,0.1,0.1
32258,0.08,0.08
32259,0.76,0.76
32260,0.13,0.13
32261,0.18,0.18
32262,0.02,0.02
32263,0.13,0.13
32264,0.04,0.04
32265,0.77,0.77
32266,0.16,0.16
32267,0.24,0.24
32268,0.2,0.2
32269,0.64,0.64
32270,0.34,0.34
32271,0.78,0.78
32272,0.09,0.09
32273,0.39,0.39
32274,0.79,0.79
32275,0.33,0.33
32276,0.18,0.18
32277,0.69,0.69
32278,0.07,0.07
32279,0.08,0.08
32280,0.03,0.03
32281,0.44,0.44
32282,0.04,0.04
32283,0.81,0.81
32284,0.51,0.51
32285,0.15,0.15
32286,0.1,0.1
32287,0.21,0.21
32288,0.14,0.14
32289,0.26,0.26
32290,0.09,0.09
32291,0.78,0.78
32292,0.11,0.11
32293,0.63,0.63
32294,0.23,0.23
32295,0.07,0.07
32296,0.15,0.15
32297,0.65,0.65
32298,0.02,0.02
32299,0.21,0.21
32300,0.07,0.07
32301,0.38,0.38
32302,0.1,0.1
32303,0.23,0.23
32304,0.28,0.28
32305,0.1,0.1
32306,0.84,0.84
32307,0.43,0.43
32308,0.88,0.88
32309,0.14,0.14
32310,0.39,0.39
32311,0.14,0.14
32312,0.61,0.61
32313,0.27,0.27
32314,0.27,0.27
32315,0.07,0.07
32316,0.61,0.61
32317,0.32,0.32
32318,0.21,0.21
32319,0.18,0.18
32320,0.04,0.04
32321,0.07,0.07
32322,0.1,0.1
32323,0.85,0.85
32324,0.38,0.38
32325,0.64,0.64
32326,0.13,0.13
32327,0.08,0.08
32328,0.07,0.07
32329,0.11,0.11
32330,0.39,0.39
32331,0.45,0.45
32332,0.14,0.14
32333,0.02,0.02
32334,0.11,0.11
32335,0.05,0.05
32336,0.11,0.11
32337,0.28,0.28
32338,0.31,0.31
32339,0.21,0.21
32340,0.54,0.54
32341,0.37,0.37
32342,0.73,0.73
32343,0.86,0.86
32344,0.33,0.33
32345,0.17,0.17
32346,0.0,0.0
32347,0.57,0.57
32348,0.79,0.79
32349,0.19,0.19
32350,0.64,0.64
32351,0.39,0.39
32352,0.04,0.04
32353,0.13,0.13
32354,0.73,0.73
32355,0.09,0.09
32356,0.07,0.07
32357,0.19,0.19
32358,0.14,0.14
32359,0.75,0.75
32360,0.53,0.53
32361,0.38,0.38
32362,0.32,0.32
32363,0.87,0.87
32364,0.04,0.04
32365,0.34,0.34
32366,0.11,0.11
32367,0.2,0.2
32368,0.66,0.66
32369,0.09,0.09
32370,0.11,0.11
32371,0.15,0.15
32372,0.06,0.06
32373,0.15,0.15
32374,0.11,0.11
32375,0.8,0.8
32376,0.01,0.01
32377,0.14,0.14
32378,0.16,0.16
32379,0.35,0.35
32380,0.25,0.25
32381,0.31,0.31
32382,0.12,0.12
32383,0.81,0.81
32384,0.04,0.04
32385,0.03,0.03
32386,0.36,0.36
32387,0.62,0.62
32388,0.1,0.1
32389,0.06,0.06
32390,0.73,0.73
32391,0.33,0.33
32392,0.73,0.73
32393,0.79,0.79
32394,0.02,0.02
32395,0.71,0.71
32396,0.09,0.09
32397,0.23,0.23
32398,0.12,0.12
32399,0.34,0.34
32400,0.78,0.78
32401,0.41,0.41
32402,0.04,0.04
32403,0.8,0.8
32404,0.1,0.1
32405,0.69,0.69
32406,0.1,0.1
32407,0.13,0.13
32408,0.22,0.22
32409,0.07,0.07
32410,0.16,0.16
32411,0.36,0.36
32412,0.16,0.16
32413,0.13,0.13
32414,0.78,0.78
32415,0.05,0.05
32416,0.83,0.83
32417,0.28,0.28
32418,0.16,0.16
32419,0.74,0.74
32420,0.13,0.13
32421,0.61,0.61
32422,0.09,0.09
32423,0.17,0.17
32424,0.14,0.14
32425,0.46,0.46
32426,0.13,0.13
32427,0.11,0.11
32428,0.09,0.09
32429,0.59,0.59
32430,0.36,0.36
32431,0.6,0.6
32432,0.09,0.09
32433,0.06,0.06
32434,0.4,0.4
32435,0.69,0.69
32436,0.46,0.46
32437,0.03,0.03
32438,0.1,0.1
32439,0.74,0.74
32440,0.46,0.46
32441,0.43,0.43
32442,0.47,0.47
32443,0.25,0.25
32444,0.89,0.89
32445,0.07,0.07
32446,0.25,0.25
32447,0.05,0.05
32448,0.1,0.1
32449,0.01,0.01
32450,0.75,0.75
32451,0.71,0.71
32452,0.05,0.05
32453,0.06,0.06
32454,0.39,0.39
32455,0.21,0.21
32456,0.2,0.2
32457,0.32,0.32
32458,0.15,0.15
32459,0.08,0.08
32460,0.15,0.15
32461,0.05,0.05
32462,0.14,0.14
32463,0.84,0.84
32464,0.19,0.19
32465,0.71,0.71
32466,0.16,0.16
32467,0.17,0.17
32468,0.06,0.06
32469,0.12,0.12
32470,0.14,0.14
32471,0.1,0.1
32472,0.18,0.18
32473,0.1,0.1
32474,0.06,0.06
32475,0.9,0.9
32476,0.13,0.13
32477,0.1,0.1
32478,0.83,0.83
32479,0.66,0.66
32480,0.2,0.2
32481,0.13,0.13
32482,0.16,0.16
32483,0.78,0.78
32484,0.7,0.7
32485,0.11,0.11
32486,0.31,0.31
32487,0.77,0.77
32488,0.15,0.15
32489,0.23,0.23
32490,0.9,0.9
32491,0.87,0.87
32492,0.74,0.74
32493,0.18,0.18
32494,0.8,0.8
32495,0.76,0.76
32496,0.09,0.09
32497,0.05,0.05
32498,0.88,0.88
32499,0.08,0.08
32500,0.11,0.11
32501,0.86,0.86
32502,0.69,0.69
32503,0.08,0.08
32504,0.84,0.84
32505,0.67,0.67
32506,0.73,0.73
32507,0.27,0.27
32508,0.17,0.17
32509,0.15,0.15
32510,0.51,0.51
32511,0.7,0.7
32512,0.39,0.39
32513,0.12,0.12
32514,0.13,0.13
32515,0.07,0.07
32516,0.24,0.24
32517,0.03,0.03
32518,0.16,0.16
32519,0.85,0.85
32520,0.12,0.12
32521,0.25,0.25
32522,0.06,0.06
32523,0.17,0.17
32524,0.72,0.72
32525,0.77,0.77
32526,0.05,0.05
32527,0.37,0.37
32528,0.74,0.74
32529,0.75,0.75
32530,0.83,0.83
32531,0.07,0.07
32532,0.15,0.15
32533,0.84,0.84
32534,0.84,0.84
32535,0.16,0.16
32536,0.16,0.16
32537,0.79,0.79
32538,0.13,0.13
32539,0.2,0.2
32540,0.67,0.67
32541,0.08,0.08
32542,0.45,0.45
32543,0.77,0.77
32544,0.04,0.04
32545,0.86,0.86
32546,0.06,0.06
32547,0.85,0.85
32548,0.16,0.16
32549,0.05,0.05
32550,0.89,0.89
32551,0.07,0.07
32552,0.87,0.87
32553,0.69,0.69
32554,0.68,0.68
32555,0.77,0.77
32556,0.74,0.74
32557,0.05,0.05
32558,0.12,0.12
32559,0.25,0.25
32560,0.86,0.86
32561,0.09,0.09
32562,0.04,0.04
32563,0.22,0.22
32564,0.79,0.79
32565,0.16,0.16
32566,0.47,0.47
32567,0.2,0.2
32568,0.02,0.02
32569,0.48,0.48
32570,0.04,0.04
32571,0.46,0.46
32572,0.59,0.59
32573,0.01,0.01
32574,0.8,0.8
32575,0.32,0.32
32576,0.66,0.66
32577,0.03,0.03
32578,0.3,0.3
32579,0.44,0.44
32580,0.77,0.77
32581,0.72,0.72
32582,0.59,0.59
32583,0.16,0.16
32584,0.5,0.5
32585,0.08,0.08
32586,0.23,0.23
32587,0.83,0.83
32588,0.07,0.07
32589,0.1,0.1
32590,0.2,0.2
32591,0.8,0.8
32592,0.7,0.7
32593,0.85,0.85
32594,0.05,0.05
32595,0.1,0.1
32596,0.07,0.07
32597,0.87,0.87
32598,0.18,0.18
32599,0.03,0.03
32600,0.05,0.05
32601,0.71,0.71
32602,0.6,0.6
32603,0.07,0.07
32604,0.27,0.27
32605,0.06,0.06
32606,0.12,0.12
32607,0.17,0.17
32608,0.24,0.24
32609,0.85,0.85
32610,0.84,0.84
32611,0.82,0.82
32612,0.12,0.12
32613,0.03,0.03
32614,0.15,0.15
32615,0.79,0.79
32616,0.29,0.29
32617,0.9,0.9
32618,0.25,0.25
32619,0.14,0.14
32620,0.8,0.8
32621,0.77,0.77
32622,0.05,0.05
32623,0.11,0.11
32624,0.64,0.64
32625,0.18,0.18
32626,0.24,0.24
32627,0.11,0.11
32628,0.85,0.85
32629,0.05,0.05
32630,0.55,0.55
32631,0.79,0.79
32632,0.02,0.02
32633,0.78,0.78
32634,0.07,0.07
32635,0.73,0.73
32636,0.15,0.15
32637,0.17,0.17
32638,0.45,0.45
32639,0.7,0.7
32640,0.79,0.79
32641,0.27,0.27
32642,0.35,0.35
32643,0.36,0.36
32644,0.77,0.77
32645,0.09,0.09
32646,0.55,0.55
32647,0.11,0.11
32648,0.46,0.46
32649,0.2,0.2
32650,0.69,0.69
32651,0.77,0.77
32652,0.75,0.75
32653,0.12,0.12
32654,0.7,0.7
32655,0.74,0.74
32656,0.68,0.68
32657,0.26,0.26
32658,0.67,0.67
32659,0.11,0.11
32660,0.15,0.15
32661,0.24,0.24
32662,0.08,0.08
32663,0.8,0.8
32664,0.07,0.07
32665,0.9,0.9
32666,0.14,0.14
32667,0.72,0.72
32668,0.04,0.04
32669,0.4,0.4
32670,0.1,0.1
32671,0.09,0.09
32672,0.21,0.21
32673,0.14,0.14
32674,0.13,0.13
32675,0.18,0.18
32676,0.22,0.22
32677,0.74,0.74
32678,0.15,0.15
32679,0.06,0.06
32680,0.09,0.09
32681,0.13,0.13
32682,0.83,0.83
32683,0.39,0.39
32684,0.08,0.08
32685,0.66,0.66
32686,0.04,0.04
32687,0.14,0.14
32688,0.05,0.05
32689,0.73,0.73
32690,0.72,0.72
32691,0.11,0.11
32692,0.02,0.02
32693,0.77,0.77
32694,0.13,0.13
32695,0.25,0.25
32696,0.73,0.73
32697,0.74,0.74
32698,0.82,0.82
32699,0.71,0.71
32700,0.05,0.05
32701,0.09,0.09
32702,0.12,0.12
32703,0.24,0.24
32704,0.18,0.18
32705,0.07,0.07
32706,0.11,0.11
32707,0.23,0.23
32708,0.11,0.11
32709,0.1,0.1
32710,0.11,0.11
32711,0.28,0.28
32712,0.61,0.61
32713,0.11,0.11
32714,0.66,0.66
32715,0.11,0.11
32716,0.23,0.23
32717,0.35,0.35
32718,0.23,0.23
32719,0.04,0.04
32720,0.82,0.82
32721,0.17,0.17
32722,0.12,0.12
32723,0.08,0.08
32724,0.09,0.09
32725,0.16,0.16
32726,0.7,0.7
32727,0.81,0.81
32728,0.19,0.19
32729,0.16,0.16
32730,0.06,0.06
32731,0.53,0.53
32732,0.22,0.22
32733,0.21,0.21
32734,0.28,0.28
32735,0.06,0.06
32736,0.14,0.14
32737,0.08,0.08
32738,0.11,0.11
32739,0.0,0.0
32740,0.58,0.58
32741,0.13,0.13
32742,0.11,0.11
32743,0.07,0.07
32744,0.16,0.16
32745,0.72,0.72
32746,0.81,0.81
32747,0.29,0.29
32748,0.73,0.73
32749,0.17,0.17
32750,0.83,0.83
32751,0.75,0.75
32752,0.06,0.06
32753,0.16,0.16
